2026-04-06 19:43:48.895 INFO  <main> robot_bootstrap_begin|serverIp=127.0.0.1|serverPort=42001|startIndex=1|count=10|prefix=mt3robot|taskType=37|protocolsType=0|delaySeconds=30|mkdbEnable=true|uniqName=false|说明=机器人启动开始
2026-04-06 19:43:48.896 INFO  <main> trace_runtime_info|traceClassSource=file:/home/game/server1/game_server/lib/monkeyking.jar|traceClassLoader=sun.misc.Launcher$AppClassLoader@5c647e05|defaultCharset=UTF-8|fileEncoding=UTF-8|sunJnuEncoding=UTF-8|traceFileArg=trace.log|traceLevel=INFO|说明=跟踪日志运行时信息
2026-04-06 19:43:48.896 INFO  <main> robot_startup_phase|phase=trace_ready|count=10|taskType=37|protocolsType=0|说明=日志系统就绪
2026-04-06 19:43:48.897 INFO  <main> robot_startup_phase|phase=task_thread_started|说明=任务线程已启动
2026-04-06 19:43:48.952 INFO  <main> robot_startup_phase|phase=mkdb_init_begin|uniqName=false|说明=开始初始化 MKDB
2026-04-06 19:43:49.009 INFO  <main> robot_startup_phase|phase=mkdb_init_end|说明=MKDB 初始化完成
2026-04-06 19:43:49.015 INFO  <main> robot_startup_phase|phase=executor_started|说明=执行器已启动
2026-04-06 19:43:49.018 INFO  <main> mkio.Engine started
2026-04-06 19:43:49.488 INFO  <main> robot_startup_phase|phase=jauthc_started|xio=robot.xio.xml|说明=鉴权连接器已启动
2026-04-06 19:43:49.488 INFO  <main> robot_startup_phase|phase=config_init_begin|说明=开始加载机器人配置
2026-04-06 19:43:49.630 INFO  <main> robot_config_xml_begin|dir=config/auto
2026-04-06 19:43:50.621 INFO  <main> robot_config_xml_summary|dir=config/auto|loaded=12|failed=0|beanCount=12|说明=XML 配置加载汇总
2026-04-06 19:43:50.622 INFO  <main> robot_config_properties_begin|dir=config/properties
2026-04-06 19:43:50.624 INFO  <main> robot_config_properties_summary|dir=config/properties|loaded=4|failed=0|propCount=4|说明=属性配置加载汇总
2026-04-06 19:43:50.643 INFO  <main> robot_startup_phase|phase=config_init_end|beanCount=12|propCount=4|说明=机器人配置加载完成
2026-04-06 19:43:50.643 INFO  <main> robot_startup_phase|phase=robot_store_init_begin|说明=开始初始化机器人存档
2026-04-06 19:43:50.672 INFO  <main> robot_profile_store|phase=init|status=ok|path=/home/game/server1/game_server/robot/mkdb/state/srv_44__merge_44/robot_profile.properties|namespace=srv_44__merge_44|size=1673
2026-04-06 19:43:50.674 INFO  <main> robot_state_store|phase=init|status=ok|path=/home/game/server1/game_server/robot/mkdb/state/srv_44__merge_44/robot_state.properties|namespace=srv_44__merge_44|size=94
2026-04-06 19:43:50.674 INFO  <main> robot_startup_phase|phase=robot_store_init_end|说明=机器人存档初始化完成
2026-04-06 19:43:50.676 INFO  <main> robot_event_agg_start|enable=true|intervalMs=60000|serverLogEnable=true|serverLogPollMs=5000|serverLogPath=../gs.log|dimensionTopN=20
2026-04-06 19:43:50.677 INFO  <main> robot_startup_phase|phase=event_metrics_started|说明=事件指标采集已启动
2026-04-06 19:43:50.920 INFO  <main> robot_startup_phase|phase=httpclient_started|说明=HTTP 客户端已启动
2026-04-06 19:43:50.920 INFO  <main> robot_login_password_mode=username
2026-04-06 19:43:50.920 INFO  <main> robot_startup_phase|phase=login_ui_prepare_begin|host=127.0.0.1|port=42001|startIndex=1|count=10|prefix=mt3robot|说明=开始准备登录界面
2026-04-06 19:43:51.026 INFO  <main> robot_startup_phase|phase=login_ui_prepare_end|prepared=10|说明=登录界面准备完成
2026-04-06 19:43:51.026 INFO  <main> robot_login_batch_schedule|startIndex=1|count=10|prefix=mt3robot|delaySeconds=1
2026-04-06 19:43:51.027 INFO  <main> robot_startup_phase|phase=login_schedule_submitted|count=10|startIndex=1|说明=登录任务已提交
2026-04-06 19:43:52.026 INFO  <mkdb.Worker.scheduled.18> robot_login_batch_tick|from=0|to=10|total=10|batchSize=10
2026-04-06 19:43:52.027 INFO  <mkdb.Worker.scheduled.18> robot_loginui_start|idx=1|username=mt3robot1|host=127.0.0.1|port=42001|说明=登录界面启动
2026-04-06 19:43:52.028 INFO  <mkdb.Worker.scheduled.18> robot_conn_phase|idx=1|phase=CONNECTING|phaseDesc=连接中|reason=start|说明=连接阶段变化
