41607;基础装备
5010101;剑
5010102;枪
5010103;斧钺
5010104;扇
5010105;魔棒
5010106;爪刺
5010107;锤
5010108;鞭
5010109;环圈
5010110;弓
5010111;飘带
5010112;宝珠
5010113;长刀
5010114;双短剑
5010115;降魔杵
5010116;法杖
5010117;弯刀
5010220;男衣
5010221;女衣
5010322;头盔
5010323;发钗
5010424;项链
5010525;腰带
5010626;鞋
5020101;剑
5020102;枪
5020103;斧钺
5020104;扇
5020105;魔棒
5020106;爪刺
5020107;锤
5020108;鞭
5020109;环圈
5020110;弓
5020111;飘带
5020112;宝珠
5020113;长刀
5020114;双短剑
5020115;降魔杵
5020116;法杖
5020117;弯刀
5020220;男衣
5020221;女衣
5020322;头盔
5020323;发钗
5020424;项链
5020525;腰带
5020626;鞋
5030101;剑
5030102;枪
5030103;斧钺
5030104;扇
5030105;魔棒
5030106;爪刺
5030107;锤
5030108;鞭
5030109;环圈
5030110;弓
5030111;飘带
5030112;宝珠
5030113;长刀
5030114;双短剑
5030115;降魔杵
5030116;法杖
5030117;弯刀
5030220;男衣
5030221;女衣
5030322;头盔
5030323;发钗
5030424;项链
5030525;腰带
5030626;鞋
5040101;剑
5040102;枪
5040103;斧钺
5040104;扇
5040105;魔棒
5040106;爪刺
5040107;锤
5040108;鞭
5040109;环圈
5040110;弓
5040111;飘带
5040112;宝珠
5040113;长刀
5040114;双短剑
5040115;降魔杵
5040116;法杖
5040117;弯刀
5040220;男衣
5040221;女衣
5040322;头盔
5040323;发钗
5040424;项链
5040525;腰带
5040626;鞋
5050101;剑
5050102;枪
5050103;斧钺
5050104;扇
5050105;魔棒
5050106;爪刺
5050107;锤
5050108;鞭
5050109;环圈
5050110;弓
5050111;飘带
5050112;宝珠
5050113;长刀
5050114;双短剑
5050115;降魔杵
5050116;法杖
5050117;弯刀
5050220;男衣
5050221;女衣
5050322;头盔
5050323;发钗
5050424;项链
5050525;腰带
5050626;鞋
5060101;剑
5060102;枪
5060103;斧钺
5060104;扇
5060105;魔棒
5060106;爪刺
5060107;锤
5060108;鞭
5060109;环圈
5060110;弓
5060111;飘带
5060112;宝珠
5060113;长刀
5060114;双短剑
5060115;降魔杵
5060116;法杖
5060117;弯刀
5060220;男衣
5060221;女衣
5060322;头盔
5060323;发钗
5060424;项链
5060525;腰带
5060626;鞋
5070101;剑
5070102;枪
5070103;斧钺
5070104;扇
5070105;魔棒
5070106;爪刺
5070107;锤
5070108;鞭
5070109;环圈
5070110;弓
5070111;飘带
5070112;宝珠
5070113;长刀
5070114;双短剑
5070115;降魔杵
5070116;法杖
5070117;弯刀
5070220;男衣
5070221;女衣
5070322;头盔
5070323;发钗
5070424;项链
5070525;腰带
5070626;鞋
5080101;剑
5080102;枪
5080103;斧钺
5080104;扇
5080105;魔棒
5080106;爪刺
5080107;锤
5080108;鞭
5080109;环圈
5080110;弓
5080111;飘带
5080112;宝珠
5080113;长刀
5080114;双短剑
5080115;降魔杵
5080116;法杖
5080117;弯刀
5080220;男衣
5080221;女衣
5080322;头盔
5080323;发钗
5080424;项链
5080525;腰带
5080626;鞋
5090101;剑
5090102;枪
5090103;斧钺
5090104;扇
5090105;魔棒
5090106;爪刺
5090107;锤
5090108;鞭
5090109;环圈
5090110;弓
5090111;飘带
5090112;宝珠
5090113;长刀
5090114;双短剑
5090115;降魔杵
5090116;法杖
5090117;弯刀
5090220;男衣
5090221;女衣
5090322;头盔
5090323;发钗
5090424;项链
5090525;腰带
5090626;鞋
5100101;剑
5100102;枪
5100103;斧钺
5100104;扇
5100105;魔棒
5100106;爪刺
5100107;锤
5100108;鞭
5100109;环圈
5100110;弓
5100111;飘带
5100112;宝珠
5100113;长刀
5100114;双短剑
5100115;降魔杵
5100116;法杖
5100117;弯刀
5100220;男衣
5100221;女衣
5100322;头盔
5100323;发钗
5100424;项链
5100525;腰带
5100626;鞋
5110101;剑
5110102;枪
5110103;斧钺
5110104;扇
5110105;魔棒
5110106;爪刺
5110107;锤
5110108;鞭
5110109;环圈
5110110;弓
5110111;飘带
5110112;宝珠
5110113;长刀
5110114;双短剑
5110115;降魔杵
5110116;法杖
5110117;弯刀
5110220;男衣
5110221;女衣
5110322;头盔
5110323;发钗
5110424;项链
5110525;腰带
5110626;鞋
5120101;剑
5120102;枪
5120103;斧钺
5120104;扇
5120105;魔棒
5120106;爪刺
5120107;锤
5120108;鞭
5120109;环圈
5120110;弓
5120111;飘带
5120112;宝珠
5120113;长刀
5120114;双短剑
5120115;降魔杵
5120116;法杖
5120117;弯刀
5120220;男衣
5120221;女衣
5120322;头盔
5120323;发钗
5120424;项链
5120525;腰带
5120626;鞋
6010101;青铜剑
6010102;柳叶矛
6010103;青铜斧
6010104;折扇
6010105;白玉棒
6010106;镔铁爪
6010107;松木锤
6010108;牛皮鞭
6010109;黄铜圈
6010110;硬木弓
6010111;五色缎带
6010112;琉璃珠
6010113;厚背刀
6010114;双铁剑
6010115;生铁杵
6010116;月芒杖
6010117;银弯刀
6010220;皮衣
6010221;丝绸长裙
6010322;布帽
6010323;玉钗
6010424;五彩飞石
6010525;缎带
6010626;牛皮鞋
6020101;吴越剑
6020102;锯齿矛
6020103;双面斧
6020104;精铁扇
6020105;玉如意
6020106;幽冥鬼爪
6020107;八陵金瓜
6020108;乌龙鞭
6020109;离情环
6020110;紫檀弓
6020111;金丝彩带
6020112;虹影珠
6020113;夜魔刀
6020114;龙凤双剑
6020115;三陵杵
6020116;白椴杖
6020117;玄铁弯刀
6020220;鳞甲
6020221;五彩裙
6020322;面具
6020323;梅花簪子
6020424;珍珠链
6020525;银腰带
6020626;马靴
6030101;青锋剑
6030102;乌金三叉戟
6030103;双弦钺
6030104;铁面扇
6030105;点金棒
6030106;青龙牙
6030107;狼牙锤
6030108;钢结鞭
6030109;金刺轮
6030110;宝雕长弓
6030111;无极丝
6030112;碧海珠
6030113;金背大砍刀
6030114;竹节双剑
6030115;坚惠杵
6030116;木兰杖
6030117;错金弯刀
6030220;锁子甲
6030221;龙鳞羽衣
6030322;纶巾
6030323;珍珠头带
6030424;苍魂珠
6030525;水晶腰带
6030626;侠客履
6040101;龙泉剑
6040102;突云枪
6040103;精钢禅钺
6040104;百折扇
6040105;云龙棒
6040106;勾魂爪
6040107;烈焰锤
6040108;响金铃
6040109;风火圈
6040110;錾金宝弓
6040111;天蚕丝带
6040112;瑶华珠
6040113;雁翅刀
6040114;狼牙双剑
6040115;开明杵
6040116;珊瑚杖
6040117;骨玉弯刀
6040220;紧身衣
6040221;天香披肩
6040322;璎珞丝带
6040323;凤头钗
6040424;江湖夜雨
6040525;白面狼牙
6040626;神行靴
6050101;黄金剑
6050102;墨杆金钩
6050103;黄金钺
6050104;避水扇
6050105;幽路引魂
6050106;玄冰刺
6050107;破甲战锤
6050108;青藤鞭
6050109;赤炎环
6050110;玉腰弯弓
6050111;云龙绸带
6050112;蓬莱珠
6050113;破天宝刀
6050114;鱼骨双剑
6050115;金刚杵
6050116;星云杖
6050117;冷月弯刀
6050220;钢甲
6050221;金缕羽衣
6050322;羊头盔
6050323;媚狐头饰
6050424;荧光坠子
6050525;乱牙咬
6050626;绿靴
6060101;游龙剑
6060102;玄铁矛
6060103;乌金鬼头镰
6060104;清秋扇
6060105;满天星
6060106;青钢刺
6060107;震天锤
6060108;雪绒鞭
6060109;蛇形月
6060110;连珠神弓
6060111;七彩罗刹
6060112;金露函烟
6060113;秋水刀
6060114;落星双剑
6060115;摩星杵
6060116;天山雪
6060117;埃兰弯刀
6060220;夜魔披风
6060221;霓裳羽衣
6060322;水晶帽
6060323;玉女发冠
6060424;风月宝链
6060525;双魂引
6060626;追星踏月
6070101;北斗七星剑
6070102;赤炎枪
6070103;狂魔镰
6070104;离火扇
6070105;水晶棒
6070106;华光刺
6070107;巨灵神锤
6070108;雷鸣嗜血鞭
6070109;子母双月
6070110;灵犀望月
6070111;缚神绫
6070112;碧落星河
6070113;弦月刀
6070114;墨玉双剑
6070115;破天宝杵
6070116;流萤杖
6070117;龙渊宝刀
6070220;龙骨甲
6070221;流云素裙
6070322;乾坤帽
6070323;魔女发冠
6070424;碧水青龙
6070525;兽王腰带
6070626;九州履
6100101;碧玉剑
6100102;丈八点钢矛
6100103;恶龙之齿
6100104;风云雷电
6100105;日月光华
6100106;百花刺
