
900046;定制2.5物攻
900047;定制2.5法功
500001;泡泡
500002;野猪
500101;大海龟
500102;海毛虫
500103;老虎
500201;羊头怪
500202;花妖
500301;牛头
500302;马面
500303;龟丞相
500401;虾兵
500402;蟹将
500403;古代瑞兽
500501;鲛将军
500502;蚌仙子
500503;龙女
500601;千年僵尸
500602;孤魂野鬼
500651;忘川童子
500652;吸血鬼
500653;蜃蛇
500751;夜叉
500752;幽莹娃娃
500753;鬼将
500754;幽冥书生
500801;蟠桃童子
500802;天兵
500803;巨灵神将
500851;珍露童子
500852;御风童子
500853;芙蓉仙子
500854;巡游天神
500855;猴小仙
500901;蛟龙
500902;凤凰仙子
500951;噬天虎
500952;雾中仙
500953;布雨神君
500954;武罗仙子
501051;净瓶女娲
501052;灵符女娲
501053;律法女娲
501054;羽云仙子
501101;鬼剑
501102;嘲风
501103;菱心仙子
600001;下面是野生宠物
510001;泡泡
510002;野猪
510101;大海龟
510102;海毛虫
510103;老虎
510201;羊头怪
510202;花妖
510301;牛头
510302;马面
510303;龟丞相
510401;虾兵
510402;蟹将
510403;古代瑞兽
510501;鲛将军
510502;蚌仙子
510503;龙女
510601;千年僵尸
510602;孤魂野鬼
510651;忘川童子
510652;吸血鬼
510653;蜃蛇
510751;夜叉
510752;幽莹娃娃
510753;鬼将
510754;幽冥书生
510801;蟠桃童子
510802;天兵
510803;巨灵神将
510851;珍露童子
510852;御风童子
510853;芙蓉仙子
510854;巡游天神
510855;猴小仙
510901;蛟龙
510902;凤凰仙子
510951;噬天虎
510952;雾中仙
510953;布雨神君
510954;武罗仙子
511051;净瓶女娲
511052;灵符女娲
511053;律法女娲
511054;羽云仙子
511055;龙龟
511056;大力金刚
511101;鬼剑
511102;嘲风
511103;菱心仙子
600002;下面是宝宝
520001;泡泡
520002;野猪
520101;大海龟
520102;海毛虫
520103;老虎
520201;羊头怪
520202;花妖
520301;牛头
520302;马面
520303;龟丞相
520401;虾兵
520402;蟹将
520403;古代瑞兽
520501;鲛将军
520502;蚌仙子
520503;龙女
520601;千年僵尸
520602;孤魂野鬼
520651;忘川童子
520652;吸血鬼
520653;蜃蛇
520751;夜叉
520752;幽莹娃娃
520753;鬼将
520754;幽冥书生
520801;蟠桃童子
520802;天兵
520803;巨灵神将
520851;珍露童子
520852;御风童子
520853;芙蓉仙子
520854;巡游天神
520855;猴小仙
520901;蛟龙
520902;凤凰仙子
520951;噬天虎
520952;雾中仙
520953;布雨神君
520954;武罗仙子
521051;净瓶女娲
521052;灵符女娲
521053;律法女娲
521054;羽云仙子
521055;龙龟
521056;大力金刚
521101;鬼剑
521102;嘲风
521103;菱心仙子
600003;下面是变异宝宝
530001;变异泡泡
530002;变异野猪
530101;变异大海龟
530102;变异海毛虫
530103;变异老虎
530201;变异羊头怪
530202;变异花妖
530301;变异牛头
530302;变异马面
530303;变异龟丞相
530401;变异虾兵
530402;变异蟹将
530403;变异古代瑞兽
530501;变异鲛将军
530502;变异蚌仙子
530503;变异龙女
530601;变异千年僵尸
530602;变异孤魂野鬼
530651;变异忘川童子
530652;变异吸血鬼
530653;变异蜃蛇
530751;变异夜叉
530752;变异幽莹娃娃
530753;变异鬼将
530754;变异幽冥书生
530801;变异蟠桃童子
530802;变异天兵
530803;变异巨灵神将
530851;变异珍露童子
530852;变异御风童子
530853;变异芙蓉仙子
530854;变异巡游天神
530855;变异猴小仙
530901;变异蛟龙
530902;变异凤凰仙子
530951;变异噬天虎
530952;变异雾中仙
530953;变异布雨神君
530954;变异武罗仙子
531051;变异净瓶女娲
531052;变异灵符女娲
531053;变异律法女娲
531054;变异羽云仙子
531055;变异龙龟
531056;变异大力金刚
531101;变异鬼剑
531102;变异嘲风
531103;变异菱心仙子
600004;下面是神兽与特殊
666666;泡泡
666667;吸血鬼
666668;花妖
666669;变异花妖
900001;超级神羊
900002;超级泡泡
900003;超级九色鹿
900004;超级大熊猫
900005;超级神鸡
900006;超级神猴
900007;超级赤焰兽
900008;超级神龙
900009;忍者猫
900010;灵仙
900011;黄呦呦
900012;粉呦呦
900013;火焰龟
900014;熊猫大侠
900015;超凡悟空
900016;犬夜叉
900017;女帝
900018;敖丙
900019;哪吒
900020;树下菩提
900021;修罗神
900022;冰雪·仙子
900023;龙族·大帝
900024;龙族·龙女
900025;龙族·太子
900026;托塔·天王
900027;黑神话·悟空
900028;血兽·龙龟
900029;依梦·晨曦
900030;依梦·芙蓉
900031;精灵·琵琶
900032;矮人·隐刺
900033;精灵·法师
900034;黄色·小胖
900035;蓝色·小胖
900036;幻彩·关公
900037;仙梦·月影
900038;神兽·玄武
900039;仙梦·柠檬
900040;魔神·蚩尤
900041;六耳·猕猴

