"RawPath","NormPath","CRC32","CRC32Dec","SourceExists","IndexHit","PackIndex","ExpectedPackPath","ExpectedPackExists","Candidate1","Candidate2","Candidate3"
"/effect/animation/skill/nbm/yilianchengfo.ani","effect/animation/skill/nbm/yilianchengfo.ani","0x1089004A","277413962","False","False","","E:\MT3\client\res_win\res\277413962","False","effect/animation/skill/ma_xiaoleiyingtexiao/yilianchengfo.ani","",""
"/effect/animation/skill/nbm/yilianchengmo.ani","effect/animation/skill/nbm/yilianchengmo.ani","0x7A4EF089","2051993737","False","False","","E:\MT3\client\res_win\res\2051993737","False","effect/animation/skill/ma_xiaoleiyingtexiao/yilianchengmo.ani","",""
"/effect/animation/skill/ss_zhuque/zhuquejineng.ani","effect/animation/skill/ss_zhuque/zhuquejineng.ani","0x0E06D796","235329430","False","False","","E:\MT3\client\res_win\res\235329430","False","effect/animation/skill/xumihai/zhuquejineng.ani","",""
"/effect/animation/sprite/di/di2_res000.dds","effect/animation/sprite/di/di2_res000.dds","0x456F67D8","1164928984","False","False","","E:\MT3\client\res_win\res\1164928984","False","","",""
"/effect/animation/targetring_res000.dds","effect/animation/targetring_res000.dds","0x282C01DA","673972698","False","False","","E:\MT3\client\res_win\res\673972698","False","","",""
"/effect/animation/ui/dianji/putong/zhiyin_res000.dds","effect/animation/ui/dianji/putong/zhiyin_res000.dds","0xA6357691","2788521617","False","False","","E:\MT3\client\res_win\res\2788521617","False","","",""
"/effect/animation/ui/My_texiao/my_rwsz_sel.ani","effect/animation/ui/my_texiao/my_rwsz_sel.ani","0xA1FBE022","2717638690","False","False","","E:\MT3\client\res_win\res\2717638690","False","","",""
"/effect/geffect/skill/acc1-dt/Cc.hfzrgj1.eff.inf","effect/geffect/skill/acc1-dt/cc.hfzrgj1.eff.inf","0x2501777D","620853117","False","False","","E:\MT3\client\res_win\res\620853117","False","","",""
"/effect/geffect/skill/acc1-dt/Cc.hfzrgj2.eff.inf","effect/geffect/skill/acc1-dt/cc.hfzrgj2.eff.inf","0x1C8C4BB8","478956472","False","False","","E:\MT3\client\res_win\res\478956472","False","","",""
"/effect/geffect/skill/acc1-dt/Cc.pfcz2.eff.inf","effect/geffect/skill/acc1-dt/cc.pfcz2.eff.inf","0x50490CBB","1346964667","False","False","","E:\MT3\client\res_win\res\1346964667","False","","",""
"/effect/geffect/skill/acc1-dt/Cc.phyj1.eff.inf","effect/geffect/skill/acc1-dt/cc.phyj1.eff.inf","0xEB02FEC7","3942842055","False","False","","E:\MT3\client\res_win\res\3942842055","False","","",""
"/effect/geffect/skill/acc1-dt/Cc.phyj2.eff.inf","effect/geffect/skill/acc1-dt/cc.phyj2.eff.inf","0xD28FC202","3532636674","False","False","","E:\MT3\client\res_win\res\3532636674","False","","",""
"/effect/geffect/skill/acc10-hg/Cc.bdgj_.eff.inf","effect/geffect/skill/acc10-hg/cc.bdgj_.eff.inf","0x32BC8625","851215909","False","False","","E:\MT3\client\res_win\res\851215909","False","","",""
"/effect/geffect/skill/acc10-hg/Cc.bdsf_.eff.inf","effect/geffect/skill/acc10-hg/cc.bdsf_.eff.inf","0x36AFD1E2","917492194","False","False","","E:\MT3\client\res_win\res\917492194","False","","",""
"/effect/geffect/skill/acc10-hg/Cc.dangtouyibang_.eff.inf","effect/geffect/skill/acc10-hg/cc.dangtouyibang_.eff.inf","0x39CAA30D","969581325","False","False","","E:\MT3\client\res_win\res\969581325","False","","",""
"/effect/geffect/skill/acc10-hg/Cc.potianbeidong1.eff.inf","effect/geffect/skill/acc10-hg/cc.potianbeidong1.eff.inf","0xB63E3B78","3057531768","False","False","","E:\MT3\client\res_win\res\3057531768","False","","",""
"/effect/geffect/skill/acc10-hg/Cc.potianbeidong2.eff.inf","effect/geffect/skill/acc10-hg/cc.potianbeidong2.eff.inf","0x8FB307BD","2410874813","False","False","","E:\MT3\client\res_win\res\2410874813","False","","",""
"/effect/geffect/skill/acc10-hg/Cc.potiangj_.eff.inf","effect/geffect/skill/acc10-hg/cc.potiangj_.eff.inf","0x1DF69EAA","502701738","False","False","","E:\MT3\client\res_win\res\502701738","False","","",""
"/effect/geffect/skill/acc10-hg/Cc.potianluangun_.eff.inf","effect/geffect/skill/acc10-hg/cc.potianluangun_.eff.inf","0x38B76E01","951545345","False","False","","E:\MT3\client\res_win\res\951545345","False","","",""
"/effect/geffect/skill/acc10-hg/Cc.potiansj_.eff.inf","effect/geffect/skill/acc10-hg/cc.potiansj_.eff.inf","0x03D929E3","64563683","False","False","","E:\MT3\client\res_win\res\64563683","False","","",""
"/effect/geffect/skill/acc10-hg/Cc.qkyzbdgj_.eff.inf","effect/geffect/skill/acc10-hg/cc.qkyzbdgj_.eff.inf","0xFF41F67A","4282513018","False","False","","E:\MT3\client\res_win\res\4282513018","False","","",""
"/effect/geffect/skill/acc10-hg/Cc.qkyzbdsj_.eff.inf","effect/geffect/skill/acc10-hg/cc.qkyzbdsj_.eff.inf","0xE16E4133","3782099251","False","False","","E:\MT3\client\res_win\res\3782099251","False","","",""
"/effect/geffect/skill/acc10-hg/Cc.qkyzgj_.eff.inf","effect/geffect/skill/acc10-hg/cc.qkyzgj_.eff.inf","0x3748D679","927520377","False","False","","E:\MT3\client\res_win\res\927520377","False","","",""
"/effect/geffect/skill/acc10-hg/Cc.qkyzsj_.eff.inf","effect/geffect/skill/acc10-hg/cc.qkyzsj_.eff.inf","0x29676130","694640944","False","False","","E:\MT3\client\res_win\res\694640944","False","","",""
"/effect/geffect/skill/acc2-fc/Cc.hygzsf1.eff.inf","effect/geffect/skill/acc2-fc/cc.hygzsf1.eff.inf","0x77B02D8C","2008034700","False","False","","E:\MT3\client\res_win\res\2008034700","False","","",""
"/effect/geffect/skill/acc2-fc/Cc.hygzsf2.eff.inf","effect/geffect/skill/acc2-fc/cc.hygzsf2.eff.inf","0x4E3D1149","1312624969","False","False","","E:\MT3\client\res_win\res\1312624969","False","","",""
"/effect/geffect/skill/acc3-st/Cc.yj.eff.inf","effect/geffect/skill/acc3-st/cc.yj.eff.inf","0xE5EB1564","3857388900","False","False","","E:\MT3\client\res_win\res\3857388900","False","","",""
"/effect/geffect/skill/acc8-yg/jujiteixao1.eff.inf","effect/geffect/skill/acc8-yg/jujiteixao1.eff.inf","0xFEDB81E3","4275798499","False","False","","E:\MT3\client\res_win\res\4275798499","False","","",""
"/effect/geffect/skill/acc8-yg/jujiteixao2.eff.inf","effect/geffect/skill/acc8-yg/jujiteixao2.eff.inf","0xC756BD26","3344350502","False","False","","E:\MT3\client\res_win\res\3344350502","False","","",""
"/effect/geffect/skill/aobao_hit/aobao_hit.eff.inf","effect/geffect/skill/aobao_hit/aobao_hit.eff.inf","0x772F5EFA","1999593210","False","False","","E:\MT3\client\res_win\res\1999593210","False","","",""
"/effect/geffect/skill/mt_ari/mt_tiandingzhiguo_shang_1.eff.inf","effect/geffect/skill/mt_ari/mt_tiandingzhiguo_shang_1.eff.inf","0x42FB6974","1123772788","False","False","","E:\MT3\client\res_win\res\1123772788","False","","",""
"/effect/geffect/skill/mt_ari/mt_tiandingzhiguo_shang_2.eff.inf","effect/geffect/skill/mt_ari/mt_tiandingzhiguo_shang_2.eff.inf","0x7B7655B1","2071352753","False","False","","E:\MT3\client\res_win\res\2071352753","False","","",""
"/effect/geffect/skill/mt_ari/mt3_flzt.eff.inf","effect/geffect/skill/mt_ari/mt3_flzt.eff.inf","0x0562F889","90372233","False","False","","E:\MT3\client\res_win\res\90372233","False","","",""
"/effect/geffect/skill/mt_ari/mt3_lr_4.eff.inf","effect/geffect/skill/mt_ari/mt3_lr_4.eff.inf","0x643334B6","1681077430","False","False","","E:\MT3\client\res_win\res\1681077430","False","effect/geffect/skill/mt3_lr_4/mt3_lr_4.eff.inf","",""
"/effect/geffect/skill/mt_ari/ziyidie_1.eff.inf","effect/geffect/skill/mt_ari/ziyidie_1.eff.inf","0x23004E72","587222642","False","False","","E:\MT3\client\res_win\res\587222642","False","","",""
"/effect/geffect/skill/mt_ari/ziyidie_2.eff.inf","effect/geffect/skill/mt_ari/ziyidie_2.eff.inf","0x1A8D72B7","445477559","False","False","","E:\MT3\client\res_win\res\445477559","False","","",""
