MissionID,BattleID,BattleVideo,BattleResult,MaxLevel,MinLevel,MissionName,MissionType,openUI,Uiid,CruiseId,HelpBonus,Tipsid,MissionTypeString,BattlePreString,PostMissionList0,AutoDo,TaskInfoPurposeListA,TaskInfoTraceListA,TaskInfoDescriptionListA,ActiveInfoNpcID,ActiveInfoMapID,ActiveInfoLeftPos,ActiveInfoTopPos,ActiveInfoRightPos,ActiveInfoBottomPos,ActiveInfoUseItemID,ExpReward,MoneyReward,PetExpReward,RewardType,RewardOption,RewardItemIDList0,RewardItemIsBindList0,RewardItemNumList0,RewardItemShapeIDList0,RewardItemIDList1,RewardItemIsBindList1,RewardItemNumList1,RewardItemShapeIDList1,AnimationID,UnionSeekHelp,WorldSeekHelp,AIInfoDeathPunish,AIInfoTeamSteate,ActiveInfoGiveBackMoney,ActiveInfoGiveBackPetID,ActiveInfoIsRestartTimer,ActiveInfoMaxStep,ActiveInfoMiniStep,ActiveInfoOtherType,ActiveInfoStepProbability,ActiveInfoTeamState,ActiveInfoTimeLimit,ActiveInfoTargetID,ActiveInfoTargetNum,BattleInfoBattleMapType,BattleInfoBattleTimes,BattleInfoBattleZoneID,BattleInfoDrop,BattleInfoDropItemID,BattleInfoDropItemNum,BattleInfoMonsterList0,BattleInfoMonsterList1,BattleInfoMonsterList2,BattleInfoMonsterList3,BattleInfoMonsterList4,BattleInfoMonsterList5,BattleInfoMonsterNum,share,NoteInfo,ProcessBarTeXiao,ProcessBarColor,ProcessBarText,ProcessBarTime,QuestionInfoConversion,QuestionInfoCorrectAnswer,QuestionInfoNpcID,QuestionInfoWrongAnswerList0,QuestionInfoWrongAnswerList1,QuestionInfoWrongAnswerList2,QuestionInfoWrongAnswerList3,RequestRoleIDList0,RequestRoleIDList1,RewardMapID,RewardMapJumpType,RewardMapXPos,RewardMapYPos,SMoney,ScenarioInfoBranchNote,ScenarioInfoBranchNpcID,ScenarioInfoFinishConversationList0,ScenarioInfoFinishConversationList1,ScenarioInfoFinishConversationList2,ScenarioInfoFinishConversationList3,ScenarioInfoFinishConversationList4,ScenarioInfoFinishConversationList5,ScenarioInfoFinishConversationList6,ScenarioInfoFinishConversationList7,ScenarioInfoFinishConversationList8,ScenarioInfoFinishNpcID0,ScenarioInfoFinishNpcID1,ScenarioInfoFinishNpcID2,ScenarioInfoFinishNpcID3,ScenarioInfoFinishNpcID4,ScenarioInfoFinishNpcID5,ScenarioInfoFinishNpcID6,ScenarioInfoFinishNpcID7,ScenarioInfoFinishNpcID8,BiaoQingB0,BiaoQingB1,BiaoQingB2,BiaoQingB3,BiaoQingB4,BiaoQingB5,BiaoQingB6,BiaoQingB7,BiaoQingB8,FinishConversationAudio0,FinishConversationAudio1,FinishConversationAudio2,FinishConversationAudio3,FinishConversationAudio4,FinishConversationAudio5,FinishConversationAudio6,ScenarioInfoNpcConversationList0,ScenarioInfoNpcConversationList1,ScenarioInfoNpcConversationList2,ScenarioInfoNpcConversationList3,ScenarioInfoNpcConversationList4,ScenarioInfoNpcConversationList5,ScenarioInfoNpcConversationList6,ScenarioInfoNpcConversationList7,ScenarioInfoNpcConversationList8,ScenarioInfoNpcID0,ScenarioInfoNpcID1,ScenarioInfoNpcID2,ScenarioInfoNpcID3,ScenarioInfoNpcID4,ScenarioInfoNpcID5,ScenarioInfoNpcID6,ScenarioInfoNpcID7,ScenarioInfoNpcID8,BiaoQingA0,BiaoQingA1,BiaoQingA2,BiaoQingA3,BiaoQingA4,BiaoQingA5,BiaoQingA6,BiaoQingA7,BiaoQingA8,ConversationAudio0,ConversationAudio1,ConversationAudio2,ConversationAudio3,ConversationAudio4,ConversationAudio5,ConversationAudio6,ShengWang,TransMaxLevel,TransMinLevel,TransformID,FollowID,BuShuaGuai0,BuShuaGuai1,BuShuaGuai2,RelevanceNpc1,RelevanceNpc2,RelevanceNpc3,RelevanceNpc4,RelevanceNpc5,RelevanceNpc6,RelevanceNpc7,DisPlayNPCID0,PostMissionList1,PostMissionList2,PostMissionList3,PostMissionList4,PostMissionList5,PostMissionList6,PostMissionList7,PostMissionList8,PostMissionList9,RequestMissionList0,ScenarioInfoBranchOptionList0,AIInfoBattleLevel
100101,0,,1,0,0,踏上征途吧，那个谁,50,,,,0,0,,,180101,0,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,,0,0,,,,,0,,,0,,,,,,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,180201,180301,180401,180501,180601,180701,180801,180901,,,,
180101,0,,1,0,0,至尊西游•入世,10,,,,0,0,至尊西游•入世,,180103,0,"<T t=""拜访"" c=""ff8c5e2a""></T><T t=""程咬金"" npcid=""13104"" c=""FF02972C""  c=""FF02972C""></T>","<T t=""初到梦幻西游，去拜访你的师傅"" c=""fffff2df""></T><T t=""程咬金"" npcid=""13104"" c=""FF00FF00""  c=""FF00FF00""></T>","<T t=""初到梦幻西游，去拜访你的师傅"" c=""ff8c5e2a""></T><T t=""程咬金"" npcid=""13104"" c=""FF02972C""  c=""FF02972C""></T>",13104,1618,0,0,0,0,0,20000000,500,0,1,1,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,,0,0,,,,,0,,,0,,,,,1,2,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<T t=""欢迎加入至尊西游的大家庭"" c=""fffff2df""></T>","<T t=""去看看首席弟子什么话对你说吧。"" c=""fffff2df""></T>","<T t=""好的~谢谢师傅指导。"" c=""FFFFF2DF"" f=""simhei-13""></T><E e=""181""></E>",,,,,,,13104,13104,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
180201,0,,1,0,0,至尊西游•入世,10,,,,0,0,至尊西游•入世,,180203,0,"<T t=""拜访"" c=""ff8c5e2a"" ></T><T t=""菩提祖师"" npcid=""13101"" c=""FF02972C""  c=""FF02972C""></T>","<T t=""初到梦幻西游，去拜访你的师傅"" c=""fffff2df"" ></T><T t=""菩提祖师"" npcid=""13101"" c=""FF00FF00""  c=""FF00FF00""></T>","<T t=""初到梦幻西游，去拜访你的师傅"" c=""ff8c5e2a"" ></T><T t=""菩提祖师"" npcid=""13101"" c=""FF02972C""  c=""FF02972C""></T>",13101,1621,0,0,0,0,0,20000000,500,0,1,1,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,,0,0,,,,,0,,,0,,,,,1,2,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<T t=""欢迎加入至尊西游的大家庭"" c=""fffff2df""></T>","<T t=""去看看首席弟子什么话对你说吧。"" c=""fffff2df""></T>","<T t=""好的~谢谢师傅指导。"" c=""FFFFF2DF"" f=""simhei-13""></T><E e=""181""></E>",,,,,,,13101,13101,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
180301,0,,1,0,0,至尊西游•入世,10,,,,0,0,至尊西游•入世,,180303,0,"<T t=""拜访"" c=""ff8c5e2a""></T><T t=""地藏王"" npcid=""13100"" c=""FF02972C""  c=""FF02972C""></T>","<T t=""初到梦幻西游，去拜访你的师傅"" c=""fffff2df""></T><T t=""地藏王"" npcid=""13100"" c=""FF00FF00""  c=""FF00FF00""></T>","<T t=""初到梦幻西游，去拜访你的师傅"" c=""ff8c5e2a""></T><T t=""地藏王"" npcid=""13100"" c=""FF02972C""  c=""FF02972C""></T>",13100,1622,0,0,0,0,0,20000000,500,0,1,1,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,,0,0,,,,,0,,,0,,,,,3,4,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<T t=""欢迎加入至尊西游的大家庭"" c=""fffff2df""></T>","<T t=""去看看首席弟子什么话对你说吧。"" c=""fffff2df""></T>","<T t=""好的~谢谢师傅指导。"" c=""FFFFF2DF"" f=""simhei-13""></T><E e=""181""></E>",,,,,,,13100,13100,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
180401,0,,1,0,0,至尊西游•入世,10,,,,0,0,至尊西游•入世,,180403,0,"<T t=""拜访"" c=""ff8c5e2a""></T><T t=""大大王"" npcid=""13102"" c=""FF02972C""  c=""FF02972C""></T>","<T t=""初到梦幻西游，去拜访你的师傅"" c=""fffff2df""></T><T t=""大大王"" npcid=""13102"" c=""FF00FF00""  c=""FF00FF00""></T>","<T t=""初到梦幻西游，去拜访你的师傅"" c=""ff8c5e2a""></T><T t=""大大王"" npcid=""13102"" c=""FF02972C""  c=""FF02972C""></T>",13102,1620,0,0,0,0,0,20000000,500,0,1,1,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,,0,0,,,,,0,,,0,,,,,3,4,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<T t=""欢迎加入至尊西游的大家庭"" c=""fffff2df""></T>","<T t=""去看看首席弟子什么话对你说吧。"" c=""fffff2df""></T>","<T t=""好的~谢谢师傅指导。"" c=""FFFFF2DF"" f=""simhei-13""></T><E e=""181""></E>",,,,,,,13102,13102,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
180501,0,,1,0,0,至尊西游•入世,10,,,,0,0,至尊西游•入世,,180503,0,"<T t=""拜访"" c=""ff8c5e2a""></T><T t=""东海龙王"" npcid=""13105"" c=""FF02972C""  c=""FF02972C""></T>","<T t=""初到梦幻西游，去拜访你的师傅"" c=""fffff2df""></T><T t=""东海龙王"" npcid=""13105"" c=""FF00FF00""  c=""FF00FF00""></T>","<T t=""初到梦幻西游，去拜访你的师傅"" c=""ff8c5e2a""></T><T t=""东海龙王"" npcid=""13105"" c=""FF02972C""  c=""FF02972C""></T>",13105,1617,0,0,0,0,0,20000000,500,0,1,1,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,,0,0,,,,,0,,,0,,,,,5,6,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<T t=""欢迎加入至尊西游的大家庭"" c=""fffff2df""></T>","<T t=""去看看首席弟子什么话对你说吧。"" c=""fffff2df""></T>","<T t=""好的~谢谢师傅指导。"" c=""FFFFF2DF"" f=""simhei-13""></T><E e=""181""></E>",,,,,,,13105,13105,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
180601,0,,1,0,0,至尊西游•入世,10,,,,0,0,至尊西游•入世,,180603,0,"<T t=""拜访"" c=""ff8c5e2a""></T><T t=""观音娘娘"" c=""FF02972C""  c=""FF02972C""></T>","<T t=""初到梦幻西游，去拜访你的师傅"" c=""fffff2df""></T><T t=""观音娘娘"" c=""FF00FF00""  c=""FF00FF00""></T>","<T t=""初到梦幻西游，去拜访你的师傅"" c=""ff8c5e2a""></T><T t=""观音娘娘"" c=""FF02972C""  c=""FF02972C""></T>",13103,1619,0,0,0,0,0,20000000,500,0,1,1,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,,0,0,,,,,0,,,0,,,,,5,6,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<T t=""欢迎加入至尊西游的大家庭"" c=""fffff2df""></T>","<T t=""去看看首席弟子什么话对你说吧。"" c=""fffff2df""></T>","<T t=""好的~谢谢师傅指导。"" c=""FFFFF2DF"" f=""simhei-13""></T><E e=""181""></E>",,,,,,,13103,13103,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
180701,0,,1,0,0,至尊西游•入世,10,,,,0,0,至尊西游•入世,,180703,0,"<T t=""拜访"" c=""ff8c5e2a""></T><T t=""牛魔王"" c=""FF02972C""  c=""FF02972C""></T>","<T t=""初到梦幻西游，去拜访你的师傅"" c=""fffff2df""></T><T t=""牛魔王"" c=""FF00FF00""  c=""FF00FF00""></T>","<T t=""初到梦幻西游，去拜访你的师傅"" c=""ff8c5e2a""></T><T t=""牛魔王"" c=""FF02972C""  c=""FF02972C""></T>",13107,1625,0,0,0,0,0,20000000,500,0,1,1,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,,0,0,,,,,0,,,0,,,,,1,2,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<T t=""欢迎加入至尊西游的大家庭"" c=""fffff2df""></T>","<T t=""去看看首席弟子什么话对你说吧。"" c=""fffff2df""></T>","<T t=""好的~谢谢师傅指导。"" c=""FFFFF2DF"" f=""simhei-13""></T><E e=""181""></E>",,,,,,,13107,13107,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
180801,0,,1,0,0,至尊西游•入世,10,,,,0,0,至尊西游•入世,,180803,0,"<T t=""拜访"" c=""ff8c5e2a""></T><T t=""月灵"" c=""FF02972C""  c=""FF02972C""></T>","<T t=""初到梦幻西游，去拜访你的师傅"" c=""fffff2df""></T><T t=""月灵"" c=""FF00FF00""  c=""FF00FF00""></T>","<T t=""初到梦幻西游，去拜访你的师傅"" c=""ff8c5e2a""></T><T t=""月灵"" c=""FF02972C""  c=""FF02972C""></T>",13106,1623,0,0,0,0,0,20000000,500,0,1,1,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,,0,0,,,,,0,,,0,,,,,3,4,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<T t=""欢迎加入至尊西游的大家庭"" c=""fffff2df""></T>","<T t=""去看看首席弟子什么话对你说吧。"" c=""fffff2df""></T>","<T t=""好的~谢谢师傅指导。"" c=""FFFFF2DF"" f=""simhei-13""></T><E e=""181""></E>",,,,,,,13106,13106,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
180901,0,,1,0,0,至尊西游•入世,10,,,,0,0,至尊西游•入世,,180903,0,"<T t=""拜访"" c=""ff8c5e2a""></T><T t=""空度禅师"" c=""FF02972C""  c=""FF02972C""></T>","<T t=""初到梦幻西游，去拜访你的师傅"" c=""fffff2df""></T><T t=""空度禅师"" c=""FF00FF00""  c=""FF00FF00""></T>","<T t=""初到梦幻西游，去拜访你的师傅"" c=""ff8c5e2a""></T><T t=""空度禅师"" c=""FF02972C""  c=""FF02972C""></T>",13108,1624,0,0,0,0,0,20000000,500,0,1,1,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,,0,0,,,,,0,,,0,,,,,5,6,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<T t=""欢迎加入至尊西游的大家庭"" c=""fffff2df""></T>","<T t=""去看看首席弟子什么话对你说吧。"" c=""fffff2df""></T>","<T t=""好的~谢谢师傅指导。"" c=""FFFFF2DF"" f=""simhei-13""></T><E e=""181""></E>",,,,,,,13108,13108,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
